id,stix_id,name,description,url,created,last_modified,domain,version,tactics,detection,data sources,is_sub-technique,sub-technique of,defenses_bypassed,contributors,permissions_required,supports_remote,system_requirements,impact_type,effective_permissions,relationship_citations
FT008.002,,Compromise Accounts: Email Accounts,"Compromising email accounts is a fundamental tactic in financial cyber fraud, where malicious actors seek unauthorized access to personal or corporate email accounts. Email accounts are gateways to a plethora of sensitive information and serve as a linchpin in identity verification processes. Compromised accounts can be exploited for initiating fraudulent financial transactions, executing business email compromise (BEC) scams, gaining further access to other systems via password resets, and harvesting sensitive data.

Execution: 

Attackers may compromise email accounts using a variety of methods, including phishing or spear-phishing campaigns to deceive users into divulging their credentials, exploiting security vulnerabilities in email systems, deploying keyloggers or other malware to capture passwords, and leveraging information from previous data breaches to try commonly reused credentials.

Fraudulent Resource Procurement Use Case: 

Fraudsters might also use stolen or counterfeit financial resources to purchase or bribe for access to compromised email accounts. These purchased accounts can then facilitate the orchestration of coordinated fraud campaigns, enhance the impersonation of legitimate entities, or serve as a means to distribute malicious content and links.

Examples:

Sending phishing emails with malicious attachments or links that lead to fake login pages designed to steal credentials.
Purchasing access to hacked email accounts on the dark web, which have been compromised through various means.
Installing malware on victims' devices to record keystrokes and steal login information as users access their email accounts.
Exploiting flaws in email server software to gain unauthorized access to users' email accounts.

Goals: 

The goals of adversaries in compromising email accounts include:

Accessing and exfiltrating sensitive financial data and personal information stored in emails.
Using compromised accounts to perpetrate BEC scams, encouraging victims to wire funds to criminal-controlled bank accounts.
Manipulating email correspondence to redirect financial correspondence or transactions towards attacker-controlled accounts.
Establishing a foothold for further attacks against the compromised individual's personal or professional network.",,1/30/24,1/30/24,ft3,V.1,Resource Development,"Instituting multi-factor authentication to mitigate the risk of credential compromise.

Deploying advanced email security solutions with capabilities to detect and block phishing attempts and malicious attachments.

Regular account and system audits to ensure access controls are appropriate, and software is up-to-date with the latest security patches.

Implementing user and entity behavior analytics (UEBA) to detect anomalous access patterns or unusual email activities that may indicate compromise.

Conducting continuous employee training on security best practices and the identification of social engineering tactics.

Use by Fraud Detection and Analysis Teams: 

Fraud detection teams should actively monitor for signs of email account compromise, such as changes in account settings, unauthorized logins, or unusual patterns of email being sent or forwarded. Suspicious activities can be flagged for immediate investigation, potentially halting ongoing fraud attempts. In cases where financial fraud is used to procure email account access, teams should coordinate with financial institutions to track the origin of the transactions and identify associated fraudulent activities. If compromise is established, immediate steps to secure the accounts should be taken, such as password changes, revocation of session tokens, and a review of recent activities for any signs of fraud or data breaches.",,TRUE,FT009,,,,,,,,
FT008.003,,Compromise Accounts: Social Media Accounts,"Compromising social media accounts is an increasingly prevalent technique in financial cyber fraud, where attackers aim to gain control of profiles on platforms like Facebook, Twitter, LinkedIn, and Instagram. Social media accounts often carry inherent trust with followers and can be leveraged to perform a variety of malicious activities, from spreading misinformation to phishing and spear-phishing campaigns, all of which can have financial motives and repercussions.

Execution: 

To compromise these accounts, fraudsters might use phishing attacks targeting the account owners, employ credential stuffing with previously leaked login details, exploit platform-specific vulnerabilities, or take over the accounts through social engineering techniques aimed at the platform's customer support.

Fraudulent Resource Procurement Use Case: 

Additionally, attackers might use illicitly obtained financial resources to buy access to already compromised accounts, especially those with a significant follower base or verified status. These purchased accounts are then used as a launchpad for financial fraud schemes, to sell fake ""influence"" services, or to promote scams under the guise of a trusted identity.

Examples:

Phishing messages via social media DMs (Direct Messages) or emails linked to fraudulent login pages designed to harvest social media account credentials.
Automated bots running credential stuffing attacks across various social media platforms to exploit reused passwords.
Manipulating social media platform recovery processes to gain unauthorized control over an account.
Buying and selling access to hacked social media accounts on the dark web to conduct fraudulent activities.

Goals: Adversaries focus on social media accounts for several reasons:

To use the compromised account identity and follower trust to promote fraudulent financial schemes, such as fake investment opportunities or counterfeit products.
Initiate direct financial fraud via fraudulent fundraisers or payment request scams.
Exploit the compromised account as a stepping stone for further social engineering or phishing attacks on connected individuals or businesses.
Disseminate malware links that, when clicked, could compromise further accounts or lead to financial data theft.",,1/30/24,1/30/24,ft3,V.1,Resource Development,"Social media platforms should actively monitor for signs of account compromise, such as sudden changes in posting behavior or language, and uncharacteristic outgoing messages.

Implement security features such as two-factor authentication (2FA), which adds a layer of protection even if passwords are compromised.

Educate users on the importance of using strong, unique passwords for their social media accounts and recognizing phishing attempts.

Monitor the social media marketplace for signs of accounts being bought or sold and take action to suspend fraudulent activities.

Use by Fraud Detection and Analysis Teams: 

Fraud detection and response involves real-time surveillance of social media channels for signs of account takeover. Teams should have tools in place to track and analyze account behavior, flag any irregularities, and take swift action. Anomaly detection systems can help in identifying unauthorized access, and network analysis can uncover connections between compromised accounts and fraudulent financial activities. Coordination with social media platforms is crucial to quickly regain control of compromised accounts and to prevent the spread of fraud. Additionally, teams can work with financial institutions to trace back the illicit transactions used to procure stolen accounts and uncover larger fraud networks.",,TRUE,FT009,,,,,,,,
FT009,,Compromise Infrastructure,"Adversaries may compromise third-party infrastructure that can be used during targeting. Infrastructure solutions include physical or cloud servers, domains, and third-party web and DNS services. Instead of buying, leasing, or renting infrastructure an adversary may compromise infrastructure and use it during other phases of the adversary lifecycle.(Citation: Mandiant APT1)(Citation: ICANNDomainNameHijacking)(Citation: Talos DNSpionage Nov 2018)(Citation: FireEye EPS Awakens Part 2) Additionally, adversaries may compromise numerous machines to form a botnet they can leverage.

Use of compromised infrastructure allows adversaries to stage, launch, and execute operations. Compromised infrastructure can help adversary operations blend in with traffic that is seen as normal, such as contact with high reputation or trusted sites. For example, adversaries may leverage compromised infrastructure (potentially also in conjunction with [Digital Certificates](https://attack.mitre.org/techniques/T1588/004)) to further blend in and support staged information gathering and/or [Phishing](https://attack.mitre.org/techniques/T1566) campaigns.(Citation: FireEye DNS Hijack 2019) Additionally, adversaries may also compromise infrastructure to support [Proxy](https://attack.mitre.org/techniques/T1090) and/or proxyware services.(Citation: amnesty_nso_pegasus)(Citation: Sysdig Proxyjacking)

By using compromised infrastructure, adversaries may make it difficult to tie their actions back to them. Prior to targeting, adversaries may compromise the infrastructure of other adversaries.(Citation: NSA NCSC Turla OilRig)",,1/30/24,1/30/24,ft3,V.1,Resource Development,"Much of this activity may have a very high occurrence and associated false positive rate, as well as potentially taking place outside the visibility of the target organization, making detection difficult for defenders.

Detection efforts may be focused on related stages of the adversary lifecycle, such as during Initial Access.",,FALSE,,,,,,,,,
FT010,,Establish Accounts,"Adversaries may create and cultivate accounts with services that can be used during targeting. Adversaries can create accounts that can be used to build a persona to further operations. Persona development consists of the development of public information, presence, history and appropriate affiliations. This development could be applied to social media, website, or other publicly available information that could be referenced and scrutinized for legitimacy over the course of an operation using that persona or identity.(Citation: NEWSCASTER2014)(Citation: BlackHatRobinSage)

For operations incorporating social engineering, the utilization of an online persona may be important. These personas may be fictitious or impersonate real people. The persona may exist on a single site or across multiple sites (ex: Facebook, LinkedIn, Twitter, Google, GitHub, Docker Hub, etc.). Establishing a persona may require development of additional documentation to make them seem real. This could include filling out profile information, developing social networks, or incorporating photos.(Citation: NEWSCASTER2014)(Citation: BlackHatRobinSage)

Establishing accounts can also include the creation of accounts with email providers, which may be directly leveraged for [Phishing for Information](https://attack.mitre.org/techniques/T1598) or [Phishing](https://attack.mitre.org/techniques/T1566).(Citation: Mandiant APT1)",,1/30/24,1/30/24,ft3,V.1,Resource Development,"Much of this activity may have a very high occurrence and associated false positive rate, as well as potentially taking place outside the visibility of the target organization, making detection difficult for defenders.

Detection efforts may be focused on related stages of the adversary lifecycle, such as during Initial Access.",,FALSE,,,,,,,,,
FT010.001,,Establish Accounts: Cloud Accounts,"Adversaries may create accounts with cloud providers that can be used during targeting. Adversaries can use cloud accounts to further their operations, including leveraging cloud storage services such as Dropbox, MEGA, Microsoft OneDrive, or AWS S3 buckets for [Exfiltration to Cloud Storage](https://attack.mitre.org/techniques/T1567/002) or to [Upload Tool](https://attack.mitre.org/techniques/T1608/002)s. Cloud accounts can also be used in the acquisition of infrastructure, such as [Virtual Private Server](https://attack.mitre.org/techniques/T1583/003)s or [Serverless](https://attack.mitre.org/techniques/T1583/007) infrastructure. Establishing cloud accounts may allow adversaries to develop sophisticated capabilities without managing their own servers.(Citation: Awake Security C2 Cloud)
 
 Creating [Cloud Accounts](https://attack.mitre.org/techniques/T1585/003) may also require adversaries to establish [Email Accounts](https://attack.mitre.org/techniques/T1585/002) to register with the cloud provider.",,1/30/24,1/30/24,ft3,V.1,Resource Development,"Much of this activity may have a very high occurrence and associated false positive rate, as well as potentially taking place outside the visibility of the target organization, making detection difficult for defenders.

Detection efforts may be focused on related stages of the adversary lifecycle, such as during Initial Access.",,TRUE,FT011,,,,,,,,
FT010.002,,Establish Accounts: Email Accounts,"Adversaries may create email accounts that can be used during targeting. Adversaries can use accounts created with email providers to further their operations, such as leveraging them to conduct [Phishing for Information](https://attack.mitre.org/techniques/T1598) or [Phishing](https://attack.mitre.org/techniques/T1566).(Citation: Mandiant APT1) Adversaries may also take steps to cultivate a persona around the email account, such as through use of [Social Media Accounts](https://attack.mitre.org/techniques/T1585/001), to increase the chance of success of follow-on behaviors. Created email accounts can also be used in the acquisition of infrastructure (ex: [Domains](https://attack.mitre.org/techniques/T1583/001)).(Citation: Mandiant APT1)
 
 To decrease the chance of physically tying back operations to themselves, adversaries may make use of disposable email services.(Citation: Trend Micro R980 2016)",,1/30/24,1/30/24,ft3,V.1,Resource Development,"Much of this activity may have a very high occurrence and associated false positive rate, as well as potentially taking place outside the visibility of the target organization, making detection difficult for defenders.

Detection efforts may be focused on related stages of the adversary lifecycle, such as during Initial Access.",,TRUE,FT011,,,,,,,,
FT010.003,,Establish Accounts: Social Media Accounts,"Adversaries may create and cultivate social media accounts that can be used during targeting. Adversaries can create social media accounts that can be used to build a persona to further operations. Persona development consists of the development of public information, presence, history and appropriate affiliations.(Citation: NEWSCASTER2014)(Citation: BlackHatRobinSage)
 
 For operations incorporating social engineering, the utilization of a persona on social media may be important. These personas may be fictitious or impersonate real people. The persona may exist on a single social media site or across multiple sites (ex: Facebook, LinkedIn, Twitter, etc.). Establishing a persona on social media may require development of additional documentation to make them seem real. This could include filling out profile information, developing social networks, or incorporating photos. 
 
 Once a persona has been developed an adversary can use it to create connections to targets of interest. These connections may be direct or may include trying to connect through others.(Citation: NEWSCASTER2014)(Citation: BlackHatRobinSage) These accounts may be leveraged during other phases of the adversary lifecycle, such as during Initial Access (ex: [Spearphishing via Service](https://attack.mitre.org/techniques/T1566/003)).",,1/30/24,1/30/24,ft3,V.1,Resource Development,"Much of this activity may have a very high occurrence and associated false positive rate, as well as potentially taking place outside the visibility of the target organization, making detection difficult for defenders.

Detection efforts may be focused on related stages of the adversary lifecycle, such as during Initial Access.",,TRUE,FT011,,,,,,,,
FT010.004,,Establish Accounts: Telegram Accounts,"Under the 'Resource Development' tactic, establishing Telegram accounts refers to the strategic creation of accounts on the Telegram platform, an encrypted messaging app, to facilitate communication, coordination, and potentially malicious activity. This tactic can be utilized by threat actors to build a network that supports various stages of a cyber operation, from initial reconnaissance to the execution of phishing campaigns, spreading malware, or coordinating fraudulent activities.

Execution: 
Cybercriminals create Telegram accounts—which may appear legitimate—potentially leveraging them for both covert communications and the distribution of malicious content or instructions among group members. These accounts can be used to organize and manage a network of collaborators, to distribute phishing links or malware, and to plan and execute social engineering attacks. The secure nature of Telegram makes it appealing for obfuscating malicious activities from law enforcement and cybersecurity teams.

Examples:

A threat actor establishes multiple Telegram accounts to be used for communicating details of a planned attack against a financial institution.
Telegram accounts are created to act as command and control channels for botnet operators, allowing them to issue commands to infected devices while avoiding detection.
Cybercriminals use Telegram accounts to distribute phishing links or malicious software within groups disguised as interest or community groups.

Goals: The primary goals of creating Telegram accounts as part of the 'Resource Development' tactic include:

Preparatory steps for future attacks, leveraging Telegram’s end-to-end encryption to avoid detection during command and control operations.
Establishing a communication channel to recruit, organize, and direct a network of associates or potential victims.
Creating a distribution network for malicious tools or information sharing among cybercriminal conspirators.",,1/30/24,1/30/24,ft3,V.1,Resource Development,"Monitoring organizational networks for access to known Telegram API endpoints, which could indicate unauthorized use of the platform within a business environment.

Implementing policies and training for employees to recognize and report the unauthorized use of messaging platforms for business communications.

Utilizing cybersecurity solutions capable of detecting and flagging the installation of unauthorized apps, such as Telegram, on corporate devices.

Use by Fraud Detection and Analysis Teams: 

Fraud detection and analysis teams should be vigilant in looking for signs of Telegram being used within the business environment for unauthorized purposes. This includes the use of network monitoring tools to detect connections to Telegram services that deviate from normal communication patterns. Teams must also work to understand the role such platforms play in the broader context of cybercrime and continually update their defense strategies to mitigate the risk posed by secure messaging apps used for illicit activities. In the case of discovered misuse, swift action is required to investigate the extent and purpose of the accounts and coordinate with the messaging platform for possible account suspension and further action.",,TRUE,FT011,,,,,,,,
FT011,,Account Takeover,"An account takeover (ATO) refers to the unauthorized access and control of a user account on a financial platform, typically belonging to a merchant or business. Such platforms are commonly used by online businesses to manage transactions, subscriptions, and payment-related services. Gaining access to an account allows attackers to divert funds, access sensitive customer financial data, and compromise the integrity of the victim's financial operations.; Execution: Methods used for account takeover can include: 

Phishing Attacks: Targeting users with emails that appear legitimate to steal login credentials.; Exploiting Vulnerabilities: Taking advantage of weaknesses in applications or platforms.; Credential Stuffing: Using previously leaked usernames and passwords to gain access.; Social Engineering: Manipulating individuals into revealing confidential information.; Malware: Employing malicious software, such as keyloggers, to capture keystrokes. Once attackers gain access, they can change account details, reroute payments, initiate refunds, or extract data for further fraudulent activities.; Examples: Sending targeted phishing emails impersonating a legitimate financial platform to capture user credentials.; Utilizing known compromised credentials to gain access to accounts with reused passwords.; Intercepting two-factor authentication codes through methods such as SIM swapping to bypass security measures.; Goals: Objectives behind an account takeover include: Directly stealing funds from the compromised account or intercepting transactions intended for legitimate business.; Accessing and potentially selling sensitive customer data, including credit card information and transaction histories.; Using the compromised account to conduct broader financial fraud and scams.
",,1/30/24,1/30/24,ft3,V.1,Initial Access,"Stripe and businesses should monitor for unauthorized access signals such as logins from new devices or IP addresses, changes in account settings, and abnormal transaction patterns.

Implementing and enforcing two-factor authentication (2FA) to provide an additional layer of security beyond passwords.

Educating users about secure practices, including identifying phishing scams and the importance of not reusing passwords across multiple services.

Utilizing advanced threat detection systems that monitor for signs of credential stuffing and other automated takeover attempts.

Regularly reviewing transaction and refund patterns for anomalies that might indicate fraudulent activity.

Use by Fraud Detection and Analysis Teams: 

Fraud detection teams must monitor for unusual account activities, such as spikes in transaction volumes, change in bank account details, or modifications to payout schedules. If a takeover is suspected or detected, immediate action should be taken to secure the account, including locking the account, forcing a password reset, and auditing recent transactions for fraud. Teams should also conduct forensic analysis to understand how the breach occurred and implement additional security measures to prevent future occurrences. Strong collaboration between Stripe, affected businesses, and financial institutions is essential to quickly respond to incidents, trace the source of the fraud, and implement strategies to prevent recurrences.",,FALSE,,,,,,,,,
FT011.001,,Account Takeover: Exposed Credential,"Account Takeover (ATO) via Exposed API Key Overview: Account takeover (ATO) via an exposed API key refers to unauthorized actors gaining access to a user account by acquiring the API key, which is intended to control account functions programmatically. An API key acts as a secret token that permits interaction with financial services on behalf of the account holder. Exposure of this key can lead to unauthorized account access, manipulation of payment flows, theft of sensitive data, and illicit transactions.; Execution: Exposure of an API key can occur through various means, such as: Improperly Secured Code Repositories: Code containing API keys may be inadvertently uploaded to public repositories.; Unsecured Files: API keys stored in plain text on web servers or within applications.; Shared Code: Developers sharing code snippets in forums without realizing they contain sensitive information.; Phishing Attacks: Targeting developers or employees in organizations to retrieve API keys. Examples: An employee mistakenly uploads code with an API key to a public repository.; A developer shares code for troubleshooting purposes, unknowingly including an API key.; A hacker gains access to a network and discovers an API key stored in plain text within configuration files.; Goals: Attackers exploit an exposed API key for objectives such as: Accessing and exfiltrating transaction records and customer payment information.; Creating fraudulent transactions or refunds to siphon funds into their own accounts.; Altering payment configurations to reroute future payments.; Using obtained data for further targeted phishing campaigns or financial fraud against customers.
",,1/30/24,1/30/24,ft3,V.1,Initial Access,"Ensuring that API keys are never hard-coded in publicly accessible applications, checked into version control systems, or shared in an insecure manner.

Utilizing secret management tools and environments variables for storing and accessing sensitive credentials.

Conducting periodic audits of data storage and environmental configurations to safeguard API keys.

Implementing monitoring tools that can detect and alert on exposed credentials or unusual activity from API usage.

Regenerating API keys whenever there is a suspicion of exposure, following best practices for rotation and invalidation of old keys.

Use by Fraud Detection and Analysis Teams: 

Fraud detection teams should set up real-time monitoring for any irregular activities that suggest an exposed Stripe API key might be exploited, such as listening for unusual patterns of API calls or unforeseen changes in transaction volumes. If abnormal activity is detected, a rapid response protocol should be enacted, including revocation of the compromised API key, securing potentially impacted accounts, and investigating the scope of the exposure. Additionally, teams should analyse the origins and potential impacts of the key's exposure to strengthen preventive measures and close any security gaps that were exploited. They should also communicate with Stripe's security team to share information and, if necessary, coordinate a response to the incident.",,TRUE,FT012,,,,,,,,
FT011.002,,Account Takeover: Exposed Login Credential,"Account Takeover (ATO) via Exposed Login Credentials Overview: In financial cyber fraud, account takeover (ATO) involving exposed login credentials refers to unauthorized access and manipulation of a user account using known or leaked username and password combinations. Unauthorized access to payment processing accounts can result in severe repercussions, including financial loss and data breaches.; Execution: Attackers obtain login credentials through various methods: Data Breaches: Login details may be leaked from compromised databases.; Phishing Campaigns: Users are tricked into revealing their usernames and passwords.; Malware: Keyloggers capture keystrokes to obtain credentials.; Password Spraying: Attackers attempt common passwords in hopes of a match. Once access is gained, adversaries can modify payment routing details, initiate refunds, and access sensitive financial data. Examples: Using a list from a data breach containing email and password pairs in a credential-stuffing attack to access accounts.; Sending phishing emails that appear as security alerts to trick employees into entering login details on a fraudulent website.; Discovering login credentials through social media or public information and using them to access accounts.; Goals: Typical goals for attackers executing an account takeover with exposed login credentials include: Withdrawing funds from the compromised account or redirecting payouts.; Accessing sensitive customer data for identity theft or further phishing attacks, or selling on the dark market.; Altering invoice or billing configurations to redirect future payments.; Using the compromised account as a base for launching additional fraud schemes.
",,1/30/24,1/30/24,ft3,V.1,Initial Access,"Implement robust password policies and encourage the use of password managers to prevent the use of weak or reused credentials.

Activate multi-factor authentication for an additional layer of security that requires verification beyond just the password.

Employ continuous monitoring and logging of account activities to identify and flag unusual login attempts or unauthorized changes to account settings.

Educate employees on phishing threats and security best practices for handling confidential login information.

Use email alerting for notifications on new logins or major account changes, ensuring quick awareness of potential unauthorized activity.

Use by Fraud Detection and Analysis Teams: 

Fraud detection teams should look for signs of account takeover, such as logins from unrecognized devices or geographic locations, sudden changes in withdrawal bank accounts, or alterations in transaction patterns. Quick incident responses, such as locking of the compromised account and resetting of passwords, are crucial when an ATO is detected. Success in protecting and reclaiming Stripe accounts often requires coordination and communication with Stripe's security or fraud team to share insights about the incident and prevent future occurrences. Post-mortem analysis to understand the attack vector is essential to fortify defenses against similar exploits in the future.",,TRUE,FT012,,,,,,,,
FT011.003,,Account Takeover: Exposed User Session/Token,"Account takeover (ATO) via an exposed user session or token targets authentication tokens or session cookies that maintain a user's logged-in state. When these tokens are compromised, typically through malware or man-in-the-middle (MitM) attacks, cybercriminals can hijack them. This allows attackers to impersonate legitimate users and gain unauthorized access to financial accounts without needing the user's credentials.; Execution: Banking malware or trojans can infiltrate a user's device and capture session tokens during an active session by logging keystrokes, capturing network traffic, or scraping browser session data. Once stolen, these tokens can be sent to a command and control (C2) server for attackers to access the affected account. This sensitive information may traverse insecure channels or be improperly stored, making it vulnerable to interception and misuse. Examples: Using banking trojans like Emotet or TrickBot to steal browser session cookies and tokens.; Exploiting cross-site scripting (XSS) vulnerabilities to capture session tokens.; Conducting man-in-the-middle attacks to intercept network traffic and capture unencrypted session tokens from users accessing accounts without a secure connection.; Goals: The objectives of stealing and using exposed user session tokens include: Performing unauthorized financial transactions, including fund transfers.; Altering account settings and payment routing details to misappropriate future payments.; Accessing sensitive billing and customer information for use in further fraud or sale to criminals.; Leveraging the account to set up fake merchant pages or services, perpetuating additional scams and misinformation.
",,1/30/24,1/30/24,ft3,V.1,Initial Access,"Use of encryption protocols such as HTTPS to secure all data in transit, including session tokens.

Implementing short session token lifespans combined with inactivity timeouts to reduce the window of opportunity for token misuse.

Applying same-site cookie policies in browsers to protect users from token theft via CSRF (Cross-Site Request Forgery) and other attacks.

Conducting regular security audits of systems and applications to ensure there are no vulnerabilities that could lead to token exposure.

Incorporating network anomaly detection systems capable of identifying patterns indicative of data exfiltration by malware.

Use by Fraud Detection and Analysis Teams: 

Fraud detection teams must maintain vigilance over the integrity of user sessions. This includes monitoring for anomalies that may suggest session hijacking, such as irregular account access locations or patterns, simultaneous sessions from geographically distant IPs, or unexpected transaction behaviors. In the event of suspected session token compromise, measures such as immediate session termination, user re-authentication, and a thorough security review should be enacted. Teams should also work closely with cybersecurity experts to analyze attack vectors used to capture the tokens and develop strategies to prevent similar exploits in the future. Cooperation with Stripe to share information about any incidents can lead to enhanced collective defense mechanisms.",,TRUE,FT012,,,,,,,,
FT011.004,,Account Takeover: Self Serve PII,"Attackers exploit self-service systems using acquired personal information to gain unauthorized account access, bypassing direct password compromise.",,1/30/24,2/4/24,ft3,V.1,Initial Access,,,TRUE,FT012,,,,,,,,
FT011.005,,Account Takeover: Fake ID,"Attackers may submit fake identification documents to an identity verification system, such as those used by various financial platforms, to bypass security measures and gain control over victim accounts. This tactic allows unauthorized access to sensitive account information and resources.; Execution: Attackers create or obtain fraudulent identification documents and submit them as part of the identity verification process. This can involve using photo-editing software to modify legitimate IDs or generating entirely fake documents. Once the submission is accepted, attackers can gain access to the victim's account and manipulate it as desired.; Examples: Creating a forged driver's license or ID card and submitting it for verification.; Using stolen personal information to produce counterfeit identification.; Exploiting weak verification processes that do not adequately check the authenticity of submitted documents.; Goals: The primary objectives behind submitting fake IDs for identity verification include: Gaining unauthorized access to victim accounts to appropriate funds or sensitive information.; Manipulating account settings to redirect payouts or alter payment configurations.; Carrying out further fraudulent activities under the guise of the legitimate account holder.
",,1/30/24,2/4/24,ft3,V.1,Initial Access,,,TRUE,FT012,,,,,,,,
FT011.006,,Account Takeover: Password Reset,Attackers reset passwords using the victims stolen email account seizing account control.,,1/30/24,2/4/24,ft3,V.1,Initial Access,,,TRUE,FT012,,,,,,,,
FT012,,Cross-Site Scripting (XSS) Redirection for Financial Fraud,"Description: Adversaries may exploit Cross-Site Scripting (XSS) vulnerabilities present in legitimate merchant websites to redirect unsuspecting customers to malicious or fake merchant websites. This technique involves injecting malicious scripts into web pages viewed by users. When customers interact with the compromised pages—usually during the checkout process—the injected script redirects them to an adversary-controlled webpage that mimics the legitimate shopping site. The primary goal is to capture the customer's transaction data, including payment information, without their knowledge.

The malicious redirection can compromise the integrity of the transaction and lead to unauthorized access to sensitive financial data. This approach not only allows attackers to steal financial information directly from consumers but also erodes trust in the legitimate merchant's online presence.

Execution:
Adversaries identify XSS vulnerabilities in e-commerce websites that fail to properly sanitize user-supplied input.
Malicious scripts are crafted and injected into vulnerable web pages, awaiting interaction from legitimate users.
When users navigate to compromised pages, the script executes and redirects their browsers to fraudulent sites designed to capture financial information.

Examples:
An attacker finds an XSS vulnerability in a popular online store and injects a script that redirects users to a counterfeit checkout page, capturing credit card information for each redirected transaction.
A campaign targeting multiple e-commerce sites leverages XSS vulnerabilities to alter the action attributes of form submissions, redirecting payment information to attacker-controlled endpoints.

Goals:
Unauthorized acquisition of personal and financial information directly from consumers.
Undermining the security and trustworthiness of legitimate e-commerce platforms.
Facilitating large-scale financial fraud and identity theft schemes.",,1/30/24,4/30/24,ft3,V.1,Initial Access,"Mitigation:
Implement robust input validation and output encoding mechanisms to prevent XSS vulnerabilities.
Regularly conduct security assessments and vulnerability scans on e-commerce platforms to identify and remediate potential XSS vulnerabilities.
Educate users on the importance of verifying the security of their online transactions and looking out for signs of website tampering.
Utilize Content Security Policy (CSP) headers to restrict the execution of unauthorized scripts on web pages.",,FALSE,,,,,,,,,
FT013,,Resource Hijacking,"Resource Hijacking in the context of fraud can occur in several forms, two of the most prevalent being Account Takeover Hijacking and API Keys Hijacking. Account Takeover Hijacking is often a result of phishing scams where attackers gather victims' login credentials, facilitating unauthorized access and transactions. API Keys Hijacking, on the other hand, involves the unlawful procurement of API keys which are supposed to secure server-to-server communication. Once these keys are in the possession of a malicious actor, they can mimic the service provider, perform illegal transactions and even pilfer sensitive data. Both these instances essentially involve an illegitimate entity gaining unauthorized access to resources and exploiting them for fraud or nefarious activities.",,1/30/24,1/30/24,ft3,V.1,Initial Access,,,FALSE,,,,,,,,,
FT014,,Supply Chain Compromise," A supply chain compromise in the context of credential access refers to a strategic cyberattack targeting companies in the payment process chain—such as vendors, service providers, or application developers—that businesses rely on for integration with payment systems. The goal is to infiltrate these third parties to gain access to sensitive credentials, customer payment information, or to manipulate payment transactions indirectly.; Execution: Cybercriminals identify vulnerable points in the supply chain, including less secure partner networks or third-party software interacting with payment accounts. They may introduce malicious code into legitimate software updates, exploit weak security practices, or leverage compromised third-party services to inject malicious payloads. Once a supplier is compromised, attackers gain access to credentials or sensitive information of any business relying on that supplier, including API keys or account login information. Examples: Infiltrating the network of a point-of-sale (POS) software provider to capture API keys used by merchants.; Compromising a third-party plugin that integrates with payment systems, injecting code that intercepts and transmits live credentials as merchants input them.; Launching spear-phishing campaigns against employees at companies offering development tools to gain access to their systems and subsequently to user credentials. Goals: Objectives of supply chain compromise attacks include: Obtaining a wide array of account credentials or API keys for unauthorized transactions or large-scale data exfiltration.; Capitalizing on trust and automated processes between suppliers and businesses to gather sensitive information over time.; Using compromised third-party services as a launch point to infiltrate high-value targets within the same supply chain.
",,1/30/24,1/30/24,ft3,V.1,Initial Access,"Regularly assessing and auditing the security postures of third-party suppliers that have integration with Stripe systems, including reviewing their security certifications and policies.

Implementing multi-layered defense strategies such as software supply chain integrity checks and employing anomaly detection systems for early warning signs of compromise.

Cultivating a culture of security awareness among all parties within the supply chain, ensuring best practices are followed and maintaining clear communication channels for incident reporting.

Segregating and monitoring networks and systems within the supply chain to quickly isolate suspicious activity and contain potential breaches.

Encouraging the use of robust access controls, limiting third-party access to Stripe credentials and performing strict identity verification for any sensitive data processing.

Use by Fraud Detection and Analysis Teams: 
Fraud detection teams need to actively monitor the integration points between Stripe services and their supply chain partners. This includes deploying endpoint detection and response (EDR) tools, regularly conducting penetration testing and vulnerability scanning, and setting up system baselines for normal behavior to quickly identify deviations indicative of a breach. In the event of a detected compromise, carrying out swift incident response protocols is paramount to protect all impacted systems and stakeholders. After the attack, collaboration with the affected third-party to address security weaknesses and bolstering defenses will be key to preventing future supply chain-related attacks.",,FALSE,,,,,,,,,
